word,pitches,label
generations.,"[420597.0625, 375461.03125, 0, 0, 0]",1
He,"[421641.96875, 0, 0, 0, 0]",0
recognised,"[421641.96875, 413479.15625, 0, 0, 0]",1
the,"[355063.34375, 0, 0, 0, 0]",0
Council,"[355063.34375, 0, 0, 0, 0]",1
House,"[435457.53125, 395018.125, 0, 0, 0]",1
and,"[395018.125, 0, 0, 0, 0]",0
the,"[396481.46875, 0, 0, 0, 0]",0
Highgate,"[380070.125, 420266.71875, 0, 0, 0]",1
Bridge.,"[420266.71875, 0, 0, 0, 0]",1
We,"[449496.15625, 0, 0, 0, 0]",0
shall,"[449496.15625, 0, 0, 0, 0]",0
be,"[421779.78125, 0, 0, 0, 0]",0
in,"[421779.78125, 0, 0, 0, 0]",1
" time,","[421779.78125, 0, 0, 0, 0]",1
I,"[411643.84375, 0, 0, 0, 0]",0
" think.""","[393123.15625, 425914.15625, 412312.59375, 0, 0]",0
He,"[412312.59375, 0, 0, 0, 0]",0
said.,"[374395.96875, 0, 0, 0, 0]",0
The,"[416238.5625, 0, 0, 0, 0]",0
working,"[416238.5625, 434436.0, 0, 0, 0]",1
title,"[434436.0, 385580.8125, 0, 0, 0]",1
of,"[406793.125, 0, 0, 0, 0]",1
the,"[435111.625, 0, 0, 0, 0]",0
program,"[435111.625, 371083.65625, 0, 0, 0]",1
was,"[371083.65625, 396877.5625, 0, 0, 0]",0
EcoChallenge.,"[404410.78125, 428879.3125, 412716.90625, 0, 0]",1
This,"[397787.09375, 0, 0, 0, 0]",1
was,"[392449.71875, 0, 0, 0, 0]",0
his,"[392449.71875, 347058.03125, 0, 0, 0]",0
final,"[328153.4375, 367656.84375, 0, 0, 0]",1
appearance,"[367656.84375, 391780.34375, 0, 0, 0]",1
recorded.,"[400075.4375, 413426.96875, 0, 0, 0]",1
The,"[391603.4375, 0, 0, 0, 0]",0
Don,"[391603.4375, 0, 0, 0, 0]",1
Bosco,"[403637.09375, 447818.34375, 0, 0, 0]",1
College,"[379327.3125, 415234.03125, 0, 0, 0]",1
is,"[415234.03125, 399499.34375, 398239.5, 0, 0]",0
situated,"[385995.40625, 377199.25, 0, 0, 0]",1
in,"[377199.25, 343633.9375, 0, 0, 0]",0
Fuloro.,"[343633.9375, 333402.9375, 0, 0, 0]",1
He,"[395023.09375, 0, 0, 0, 0]",0
was,"[395023.09375, 0, 0, 0, 0]",0
born,"[428493.21875, 0, 0, 0, 0]",1
on,"[384612.65625, 437678.1875, 0, 0, 0]",1
a,"[437678.1875, 0, 0, 0, 0]",0
farm,"[437678.1875, 0, 0, 0, 0]",1
near,"[384459.96875, 0, 0, 0, 0]",1
" Pugwash,","[409103.875, 378254.25, 392324.4375, 0, 0]",1
Nova,"[372956.78125, 0, 0, 0, 0]",1
Scotia.,"[372956.78125, 356459.15625, 0, 0, 0]",1
It's,"[380174.65625, 0, 0, 0, 0]",0
also,"[380174.65625, 0, 0, 0, 0]",0
offers,"[389708.65625, 0, 0, 0, 0]",1
scholarships,"[391363.84375, 378728.0, 0, 0, 0]",1
and,"[413347.78125, 344258.0625, 409583.96875, 0, 0]",0
awards,"[409583.96875, 0, 0, 0, 0]",1
to,"[356418.21875, 0, 0, 0, 0]",1
its,"[414527.78125, 0, 0, 0, 0]",0
members.,"[414527.78125, 0, 0, 0, 0]",1
drummer,"[392414.46875, 0, 0, 0, 0]",1
Jordan,"[393951.53125, 0, 0, 0, 0]",1
" Hastings,","[401703.8125, 359281.53125, 0, 0, 0]",1
played,"[338446.28125, 0, 0, 0, 0]",1
in,"[338446.28125, 0, 0, 0, 0]",0
a,"[412428.84375, 0, 0, 0, 0]",0
hardcore,"[412428.84375, 359152.71875, 0, 0, 0]",1
punk,"[359152.71875, 362858.28125, 0, 0, 0]",1
" band,","[366921.03125, 373768.21875, 0, 0, 0]",1
Contour,"[408451.53125, 397576.6875, 0, 0, 0]",1
with,"[373846.59375, 0, 0, 0, 0]",0
French,"[373846.59375, 0, 0, 0, 0]",1
from,"[433774.03125, 0, 0, 0, 0]",0
Moonine,"[396677.40625, 409944.78125, 0, 0, 0]",1
Little,"[362519.125, 0, 0, 0, 0]",1
India,"[441603.90625, 0, 0, 0, 0]",1
differs,"[435032.4375, 0, 0, 0, 0]",1
from,"[403461.5, 0, 0, 0, 0]",1
many,"[403461.5, 0, 0, 0, 0]",1
other,"[421748.96875, 0, 0, 0, 0]",1
neighbourhoods,"[473933.96875, 505385.21875, 0, 0, 0]",1
in,"[505385.21875, 0, 0, 0, 0]",0
Singapore,"[505385.21875, 0, 0, 0, 0]",1
in,"[448812.53125, 0, 0, 0, 0]",0
many,"[448812.53125, 0, 0, 0, 0]",0
ways.,"[390649.34375, 0, 0, 0, 0]",0
Previous,"[352573.90625, 384712.71875, 0, 0, 0]",1
conductives,"[384712.71875, 364216.46875, 0, 0, 0]",1
include,"[377200.625, 0, 0, 0, 0]",1
Tom,"[374249.53125, 341523.71875, 369810.21875, 0, 0]",1
" Seligman,","[369810.21875, 387306.71875, 0, 0, 0]",1
Errol,"[377009.53125, 0, 0, 0, 0]",1
" Goldestone,","[377009.53125, 418259.65625, 0, 0, 0]",1
Thomas,"[0, 0, 0, 0, 0]",1
Nettopple,"[408065.5, 387584.65625, 338665.9375, 0, 0]",1
and,"[331598.5625, 395852.46875, 389450.96875, 0, 0]",0
Kevin,"[389450.96875, 0, 0, 0, 0]",1
Griffiths.,"[372020.96875, 438166.21875, 0, 0, 0]",1
that,"[480674.96875, 0, 0, 0, 0]",0
album,"[480674.96875, 0, 0, 0, 0]",1
or,"[454713.46875, 0, 0, 0, 0]",0
so,"[410176.8125, 0, 0, 0, 0]",0
topped,"[410176.8125, 424616.59375, 0, 0, 0]",1
the,"[410422.4375, 0, 0, 0, 0]",0
Estonian,"[410422.4375, 320188.21875, 0, 0, 0]",1
album,"[366173.5, 401816.53125, 0, 0, 0]",1
charts.,"[401816.53125, 400249.84375, 0, 0, 0]",1
She,"[363861.65625, 0, 0, 0, 0]",0
bought,"[425803.1875, 0, 0, 0, 0]",1
her,"[425803.1875, 0, 0, 0, 0]",1
daily,"[376442.15625, 0, 0, 0, 0]",1
copy,"[375637.1875, 390189.65625, 0, 0, 0]",1
of,"[390189.65625, 404429.28125, 0, 0, 0]",1
the,"[425926.90625, 0, 0, 0, 0]",0
times,"[425926.90625, 0, 0, 0, 0]",1
at,"[391242.0625, 0, 0, 0, 0]",0
her,"[391242.0625, 0, 0, 0, 0]",0
local,"[391242.0625, 0, 0, 0, 0]",1
corner,"[387109.09375, 365285.65625, 0, 0, 0]",1
shop.,"[365285.65625, 0, 0, 0, 0]",1
The,"[403039.25, 0, 0, 0, 0]",0
United,"[403039.25, 353601.78125, 0, 0, 0]",1
States,"[353601.78125, 396724.5, 0, 0, 0]",1
is,"[379567.34375, 384094.71875, 0, 0, 0]",0
not,"[428739.59375, 0, 0, 0, 0]",1
a,"[388433.5, 384521.71875, 0, 0, 0]",0
secretary,"[384521.71875, 413597.53125, 0, 0, 0]",1
and,"[418796.75, 420191.5, 375438.03125, 0, 0]",0
has,"[375438.03125, 0, 0, 0, 0]",0
not,"[375438.03125, 0, 0, 0, 0]",1
banned,"[399743.15625, 367785.8125, 0, 0, 0]",1
the,"[367785.8125, 0, 0, 0, 0]",0
chemical.,"[381591.21875, 397889.09375, 0, 0, 0]",1
He,"[382441.15625, 0, 0, 0, 0]",0
previously,"[381759.90625, 381966.40625, 388481.34375, 0, 0]",1
played,"[388481.34375, 364703.90625, 0, 0, 0]",1
at,"[364703.90625, 415191.71875, 0, 0, 0]",1
the,"[415191.71875, 0, 0, 0, 0]",0
University,"[352879.90625, 385206.78125, 0, 0, 0]",1
of,"[385206.78125, 0, 0, 0, 0]",1
North,"[376640.53125, 0, 0, 0, 0]",1
Dakota.,"[376640.53125, 363469.21875, 0, 0, 0]",1
Our,"[487826.625, 0, 0, 0, 0]",0
gonery,"[487826.625, 0, 0, 0, 0]",1
is,"[403583.46875, 376653.21875, 358382.5625, 0, 0]",0
typically,"[358382.5625, 339663.71875, 0, 0, 0]",0
eaten,"[339663.71875, 0, 0, 0, 0]",1
cold,"[386122.46875, 0, 0, 0, 0]",1
and,"[375952.28125, 396650.09375, 387443.8125, 0, 0]",0
is,"[457523.90625, 408731.6875, 0, 0, 0]",0
a,"[408731.6875, 0, 0, 0, 0]",0
source,"[408731.6875, 0, 0, 0, 0]",1
of,"[388465.84375, 0, 0, 0, 0]",0
the,"[377818.9375, 0, 0, 0, 0]",0
thickener,"[377818.9375, 405135.125, 0, 0, 0]",1
egg,"[405135.125, 0, 0, 0, 0]",1
are.,"[353201.71875, 0, 0, 0, 0]",0
Phase,"[429780.8125, 0, 0, 0, 0]",1
transfer,"[395255.90625, 361738.5625, 0, 0, 0]",1
catalysis,"[361738.5625, 364550.03125, 407620.90625, 0, 0]",1
is,"[407620.90625, 423838.125, 0, 0, 0]",1
a,"[367606.71875, 0, 0, 0, 0]",0
special,"[367606.71875, 0, 0, 0, 0]",1
form,"[408118.25, 383471.9375, 0, 0, 0]",1
of,"[383471.9375, 0, 0, 0, 0]",0
heterogeneous,"[389926.34375, 400903.03125, 0, 0, 0]",1
catalysis.,"[400903.03125, 384128.8125, 365264.0625, 384304.71875, 0]",1
She,"[385239.71875, 0, 0, 0, 0]",1
has,"[374661.84375, 0, 0, 0, 0]",0
appeared,"[374661.84375, 0, 0, 0, 0]",1
on,"[415295.28125, 402916.34375, 0, 0, 0]",1
the,"[400461.0, 0, 0, 0, 0]",0
covers,"[400461.0, 0, 0, 0, 0]",1
of,"[405515.15625, 397005.5625, 0, 0, 0]",0
several,"[390781.34375, 387939.59375, 0, 0, 0]",1
Philippine,"[387939.59375, 451367.65625, 446167.0, 0, 0]",1
magazines.,"[392060.03125, 373404.3125, 0, 0, 0]",1
Both,"[433387.625, 0, 0, 0, 0]",0
variants,"[414012.28125, 429992.40625, 0, 0, 0]",1
have,"[429992.40625, 419269.15625, 396445.3125, 0, 0]",1
equal,"[396445.3125, 394628.40625, 0, 0, 0]",1
status.,"[394628.40625, 404262.03125, 0, 0, 0]",1
At,"[434366.09375, 0, 0, 0, 0]",0
first,"[434366.09375, 408429.0625, 0, 0, 0]",0
Alfred,"[335260.40625, 372021.21875, 385598.03125, 0, 0]",1
is,"[404666.78125, 418143.34375, 0, 0, 0]",0
the,"[418143.34375, 0, 0, 0, 0]",0
prime,"[418143.34375, 0, 0, 0, 0]",1
suspect.,"[427843.59375, 369534.875, 0, 0, 0]",1
He,"[442103.15625, 0, 0, 0, 0]",1
was,"[412761.03125, 0, 0, 0, 0]",0
born,"[412761.03125, 0, 0, 0, 0]",1
in,"[421065.1875, 395729.8125, 0, 0, 0]",0
" Atlanta,","[395729.8125, 379618.78125, 429000.78125, 391963.5625, 0]",1
Georgia.,"[383092.28125, 380204.09375, 399023.78125, 0, 0]",1
by,"[385493.3125, 0, 0, 0, 0]",0
changing,"[385493.3125, 394158.65625, 0, 0, 0]",1
the,"[392434.34375, 0, 0, 0, 0]",0
house,"[392434.34375, 0, 0, 0, 0]",1
codes.,"[392362.53125, 396390.6875, 0, 0, 0]",1
Riccardo,"[410544.5625, 354776.34375, 0, 0, 0]",1
" Tissi,","[354776.34375, 379937.90625, 0, 0, 0]",1
add,"[417420.53125, 0, 0, 0, 0]",1
some,"[381804.71875, 0, 0, 0, 0]",0
dark,"[381804.71875, 0, 0, 0, 0]",1
and,"[459699.53125, 409713.25, 0, 0, 0]",0
sensual,"[409713.25, 362685.46875, 0, 0, 0]",1
romanticism,"[399530.34375, 412586.65625, 365618.59375, 0, 0]",1
touch.,"[365618.59375, 0, 0, 0, 0]",1
How,"[407124.75, 0, 0, 0, 0]",1
would,"[380736.15625, 0, 0, 0, 0]",1
it,"[380736.15625, 0, 0, 0, 0]",0
ended,"[380736.15625, 0, 0, 0, 0]",1
the,"[424559.28125, 0, 0, 0, 0]",0
University,"[388499.875, 424440.21875, 0, 0, 0]",1
of,"[424440.21875, 0, 0, 0, 0]",0
" Oklahoma,","[361775.71875, 402305.34375, 0, 0, 0]",1
where,"[366417.09375, 0, 0, 0, 0]",0
he,"[371820.03125, 0, 0, 0, 0]",1
went,"[371820.03125, 0, 0, 0, 0]",1
to,"[371820.03125, 0, 0, 0, 0]",0
drama,"[358918.9375, 0, 0, 0, 0]",1
school?,"[383297.625, 0, 0, 0, 0]",1
The,"[443406.21875, 0, 0, 0, 0]",0
burden,"[443406.21875, 0, 0, 0, 0]",1
for,"[409544.84375, 0, 0, 0, 0]",1
these,"[407648.3125, 0, 0, 0, 0]",0
costs,"[407648.3125, 434145.59375, 0, 0, 0]",1
and,"[434145.59375, 392998.9375, 0, 0, 0]",0
associated,"[392998.9375, 423340.46875, 0, 0, 0]",1
risks,"[410934.84375, 410925.4375, 0, 0, 0]",1
are,"[410925.4375, 0, 0, 0, 0]",0
transferred,"[392455.09375, 371129.8125, 0, 0, 0]",1
to,"[408483.46875, 0, 0, 0, 0]",0
the,"[408483.46875, 0, 0, 0, 0]",0
design,"[408483.46875, 403688.25, 0, 0, 0]",1
building.,"[403688.25, 418367.40625, 0, 0, 0]",1
performing,"[409436.21875, 429724.59375, 0, 0, 0]",1
as,"[429724.59375, 0, 0, 0, 0]",0
a,"[412784.34375, 0, 0, 0, 0]",0
passion,"[412784.34375, 0, 0, 0, 0]",1
for,"[342850.03125, 0, 0, 0, 0]",1
these,"[342850.03125, 0, 0, 0, 0]",0
dancers.,"[342850.03125, 347346.125, 0, 0, 0]",1
little,"[356817.28125, 0, 0, 0, 0]",1
" things,","[442681.6875, 435232.96875, 0, 0, 0]",1
please,"[410105.90625, 353119.65625, 349807.21875, 0, 0]",1
little,"[349807.21875, 413481.0, 0, 0, 0]",1
minds.,"[380843.34375, 403864.6875, 0, 0, 0]",1
The,"[312059.5, 382911.9375, 369605.25, 446919.6875, 0]",0
couple,"[446919.6875, 0, 0, 0, 0]",1
welcomed,"[363270.8125, 395486.90625, 0, 0, 0]",1
their,"[395486.90625, 0, 0, 0, 0]",0
first,"[398849.0625, 0, 0, 0, 0]",1
" child,","[390976.59375, 378940.09375, 0, 0, 0]",1
nine,"[345314.46875, 0, 0, 0, 0]",1
months,"[345314.46875, 0, 0, 0, 0]",1
into,"[387640.65625, 0, 0, 0, 0]",1
their,"[387640.65625, 0, 0, 0, 0]",0
marriage.,"[413370.4375, 0, 0, 0, 0]",1
Why,"[364656.90625, 0, 0, 0, 0]",0
don't,"[364656.90625, 0, 0, 0, 0]",0
you,"[409972.96875, 0, 0, 0, 0]",0
play,"[409972.96875, 0, 0, 0, 0]",1
and,"[421135.21875, 401699.03125, 0, 0, 0]",0
let's,"[401699.03125, 0, 0, 0, 0]",1
smash,"[397402.0625, 0, 0, 0, 0]",1
the,"[397402.0625, 0, 0, 0, 0]",0
the,"[352021.59375, 0, 0, 0, 0]",0
participants,"[352021.59375, 392683.46875, 0, 0, 0]",1
competing,"[378981.65625, 401853.625, 0, 0, 0]",1
against,"[401853.625, 0, 0, 0, 0]",1
each,"[425771.5625, 0, 0, 0, 0]",1
other,"[382596.28125, 0, 0, 0, 0]",1
have,"[363756.90625, 0, 0, 0, 0]",0
to,"[401138.40625, 0, 0, 0, 0]",0
go,"[352235.78125, 0, 0, 0, 0]",1
through,"[352235.78125, 0, 0, 0, 0]",1
rounds.,"[352235.78125, 0, 0, 0, 0]",1
But,"[426708.40625, 0, 0, 0, 0]",0
there,"[426708.40625, 0, 0, 0, 0]",1
it,"[379106.03125, 0, 0, 0, 0]",1
is!,"[370112.09375, 0, 0, 0, 0]",1
" Also,","[357031.09375, 375104.46875, 0, 0, 0]",0
several,"[318085.90625, 371131.09375, 0, 0, 0]",1
bus,"[371131.09375, 0, 0, 0, 0]",1
sporting,"[395070.46875, 381498.6875, 0, 0, 0]",1
stands,"[381498.6875, 404603.40625, 0, 0, 0]",1
are,"[399410.0, 382682.21875, 0, 0, 0]",0
available,"[382682.21875, 363741.65625, 0, 0, 0]",1
at,"[363741.65625, 0, 0, 0, 0]",0
the,"[405990.46875, 0, 0, 0, 0]",0
apron.,"[405990.46875, 377935.15625, 0, 0, 0]",1
This,"[417919.53125, 0, 0, 0, 0]",0
ideal,"[425388.65625, 372733.28125, 0, 0, 0]",1
from,"[372733.28125, 394634.96875, 0, 0, 0]",1
which,"[394634.96875, 0, 0, 0, 0]",1
the,"[400863.3125, 0, 0, 0, 0]",0
peculiarities,"[400863.3125, 367631.09375, 410018.125, 0, 0]",1
were,"[410018.125, 0, 0, 0, 0]",1
a,"[368313.90625, 0, 0, 0, 0]",0
faced,"[368313.90625, 0, 0, 0, 0]",1
became,"[363267.84375, 378927.875, 386241.71875, 0, 0]",1
the,"[394218.375, 436631.625, 362824.3125, 0, 0]",0
average,"[362824.3125, 381467.46875, 0, 0, 0]",1
man.,"[387378.46875, 414892.5625, 0, 0, 0]",1
There,"[400470.84375, 0, 0, 0, 0]",0
is,"[359286.09375, 0, 0, 0, 0]",0
also,"[359286.09375, 406288.5625, 0, 0, 0]",0
a,"[406288.5625, 0, 0, 0, 0]",0
promotional,"[394364.40625, 416851.46875, 0, 0, 0]",1
video,"[396604.84375, 387276.65625, 0, 0, 0]",1
called,"[387276.65625, 396484.84375, 0, 0, 0]",1
Blinking,"[396484.84375, 353719.84375, 0, 0, 0]",1
Bear,"[375109.84375, 368667.53125, 0, 0, 0]",1
Version.,"[368667.53125, 369104.09375, 0, 0, 0]",1
H.,"[377858.15625, 0, 0, 0, 0]",1
Triangularis,"[396929.6875, 369118.375, 0, 0, 0]",1
feeds,"[369118.375, 367180.25, 0, 0, 0]",1
on,"[384315.21875, 0, 0, 0, 0]",0
eels,"[393461.4375, 0, 0, 0, 0]",1
and,"[371502.875, 386460.40625, 0, 0, 0]",0
fish.,"[386460.40625, 0, 0, 0, 0]",1
They,"[399700.21875, 0, 0, 0, 0]",0
had,"[382477.21875, 0, 0, 0, 0]",0
walked,"[382477.21875, 0, 0, 0, 0]",1
together,"[390513.78125, 382921.15625, 0, 0, 0]",1
up,"[382921.15625, 362677.0, 360839.65625, 0, 0]",1
the,"[360839.65625, 0, 0, 0, 0]",0
hill,"[356019.875, 0, 0, 0, 0]",1
to,"[380638.90625, 373919.90625, 429409.46875, 0, 0]",1
the,"[429409.46875, 0, 0, 0, 0]",0
hotel.,"[429409.46875, 453698.1875, 0, 0, 0]",1
The,"[429818.09375, 0, 0, 0, 0]",0
song,"[429818.09375, 0, 0, 0, 0]",1
was,"[407265.90625, 0, 0, 0, 0]",0
featured,"[407265.90625, 0, 0, 0, 0]",1
in,"[408338.71875, 372588.09375, 0, 0, 0]",1
the,"[372588.09375, 0, 0, 0, 0]",0
film,"[406771.25, 0, 0, 0, 0]",1
" Bitamune,","[406771.25, 360043.84375, 0, 0, 0]",1
directed,"[331595.78125, 0, 0, 0, 0]",1
by,"[381281.71875, 0, 0, 0, 0]",1
Roman,"[389509.03125, 0, 0, 0, 0]",1
Polanski.,"[389509.03125, 407902.28125, 0, 0, 0]",1
Danny,"[402138.40625, 0, 0, 0, 0]",1
called,"[401049.28125, 0, 0, 0, 0]",1
the,"[401049.28125, 0, 0, 0, 0]",0
" area,","[364392.90625, 0, 0, 0, 0]",1
potlatch,"[363008.53125, 351321.75, 0, 0, 0]",1
meadows.,"[351321.75, 391871.71875, 0, 0, 0]",1
The,"[346926.4375, 377237.65625, 0, 0, 0]",0
latter,"[438339.125, 0, 0, 0, 0]",1
received,"[422386.75, 0, 0, 0, 0]",1
the,"[422386.75, 0, 0, 0, 0]",0
prize,"[413076.0, 0, 0, 0, 0]",1
just,"[396457.3125, 0, 0, 0, 0]",1
weeks,"[416450.21875, 0, 0, 0, 0]",1
before,"[416450.21875, 396241.625, 0, 0, 0]",0
his,"[396241.625, 0, 0, 0, 0]",0
a,"[372642.96875, 0, 0, 0, 0]",0
serenade,"[372642.96875, 393533.46875, 0, 0, 0]",1
evening,"[381224.6875, 354394.65625, 0, 0, 0]",1
concert,"[354394.65625, 409627.84375, 0, 0, 0]",1
in,"[384649.5625, 414703.8125, 0, 0, 0]",1
the,"[414703.8125, 0, 0, 0, 0]",0
open,"[414703.8125, 0, 0, 0, 0]",1
air.,"[368661.90625, 0, 0, 0, 0]",1
A,"[397755.84375, 0, 0, 0, 0]",0
second,"[397755.84375, 0, 0, 0, 0]",1
comfortable,"[404382.96875, 381185.8125, 0, 0, 0]",1
victory,"[371585.15625, 359652.65625, 387052.53125, 0, 0]",1
at,"[377968.0, 412661.34375, 0, 0, 0]",1
the,"[424154.21875, 0, 0, 0, 0]",0
Battle,"[424154.21875, 0, 0, 0, 0]",1
of,"[395811.71875, 365647.65625, 0, 0, 0]",1
Claydeyford,"[365647.65625, 380938.96875, 0, 0, 0]",1
followed.,"[361478.90625, 376533.75, 0, 0, 0]",1
The,"[405753.84375, 0, 0, 0, 0]",0
last,"[405753.84375, 0, 0, 0, 0]",1
of,"[410065.25, 0, 0, 0, 0]",1
the,"[410065.25, 0, 0, 0, 0]",0
petrol,"[370722.28125, 0, 0, 0, 0]",1
engines,"[385136.59375, 0, 0, 0, 0]",1
was,"[404268.03125, 376221.71875, 0, 0, 0]",0
designed,"[376221.71875, 376852.34375, 0, 0, 0]",1
by,"[376852.34375, 0, 0, 0, 0]",0
Watten,"[382768.5, 364722.4375, 0, 0, 0]",1
himself.,"[364722.4375, 362387.84375, 0, 0, 0]",1
The,"[418294.21875, 0, 0, 0, 0]",0
third,"[418294.21875, 443965.6875, 0, 0, 0]",1
vacancy,"[443965.6875, 414100.8125, 0, 0, 0]",1
was,"[420556.0, 0, 0, 0, 0]",0
created,"[400807.96875, 359008.03125, 0, 0, 0]",1
after,"[359008.03125, 368884.4375, 0, 0, 0]",1
Oldham,"[418227.40625, 400333.84375, 0, 0, 0]",1
and,"[402725.71875, 0, 0, 0, 0]",0
Roo's,"[402725.71875, 420479.65625, 0, 0, 0]",1
Tatanos,"[420479.65625, 377133.125, 0, 0, 0]",1
death.,"[377133.125, 0, 0, 0, 0]",1
six,"[377694.5, 0, 0, 0, 0]",1
species,"[421913.1875, 380474.59375, 0, 0, 0]",1
of,"[380474.59375, 0, 0, 0, 0]",0
butterfly,"[405335.15625, 364849.75, 0, 0, 0]",1
unknown,"[364849.75, 409557.03125, 389727.25, 0, 0]",1
to,"[338481.21875, 0, 0, 0, 0]",1
occur,"[338481.21875, 0, 0, 0, 0]",1
on,"[372837.3125, 397955.21875, 0, 0, 0]",0
Christmas,"[358542.59375, 419144.875, 0, 0, 0]",1
Island.,"[419144.875, 409260.71875, 0, 0, 0]",1
He,"[393280.03125, 0, 0, 0, 0]",0
is,"[376130.375, 0, 0, 0, 0]",0
buried,"[376130.375, 0, 0, 0, 0]",1
in,"[383930.28125, 0, 0, 0, 0]",1
the,"[360477.78125, 0, 0, 0, 0]",0
Masanutin,"[360477.78125, 388176.71875, 404585.125, 0, 0]",1
Kroski,"[404585.125, 399031.53125, 0, 0, 0]",1
" cemetery,","[386969.78125, 406166.96875, 0, 0, 0]",1
walking,"[449829.28125, 0, 0, 0, 0]",1
him,"[449829.28125, 0, 0, 0, 0]",0
county,"[401716.09375, 355611.03125, 0, 0, 0]",1
Virginia.,"[361565.03125, 398099.03125, 0, 0, 0]",1
" However,","[379380.21875, 410589.46875, 0, 0, 0]",0
when,"[333314.78125, 375853.96875, 383009.28125, 398403.46875, 0]",1
it,"[375369.34375, 0, 0, 0, 0]",1
comes,"[375369.34375, 0, 0, 0, 0]",1
to,"[388148.625, 383927.09375, 0, 0, 0]",1
neural,"[405746.34375, 353828.90625, 0, 0, 0]",1
" adaptation,","[353828.90625, 378833.09375, 380355.75, 0, 0]",1
one,"[382713.1875, 390369.71875, 372425.125, 0, 0]",0
has,"[372425.125, 0, 0, 0, 0]",0
no,"[378825.15625, 0, 0, 0, 0]",1
conscious,"[381398.75, 416722.4375, 0, 0, 0]",1
control,"[416722.4375, 397968.71875, 0, 0, 0]",1
over,"[397968.71875, 404123.21875, 0, 0, 0]",0
it.,"[404123.21875, 0, 0, 0, 0]",0
The,"[436364.6875, 0, 0, 0, 0]",0
other,"[436364.6875, 0, 0, 0, 0]",1
characters,"[387806.90625, 331827.78125, 0, 0, 0]",1
who,"[331827.78125, 0, 0, 0, 0]",0
appeared,"[330073.15625, 0, 0, 0, 0]",1
are,"[375813.15625, 384789.53125, 0, 0, 0]",0
" Oscar,","[384789.53125, 368717.21875, 0, 0, 0]",1
Stanley,"[391953.34375, 0, 0, 0, 0]",1
and,"[382264.59375, 384035.21875, 0, 0, 0]",0
Darrell.,"[432069.53125, 0, 0, 0, 0]",1
" Ross,","[410482.5, 0, 0, 0, 0]",1
he,"[390546.1875, 0, 0, 0, 0]",0
was,"[426325.25, 0, 0, 0, 0]",0
taught,"[426325.25, 0, 0, 0, 0]",1
by,"[426325.25, 0, 0, 0, 0]",1
his,"[394500.03125, 0, 0, 0, 0]",0
" father,","[394500.03125, 0, 0, 0, 0]",1
Jacob,"[384106.3125, 0, 0, 0, 0]",1
Cross.,"[384106.3125, 0, 0, 0, 0]",1
I,"[405081.125, 0, 0, 0, 0]",1
even,"[405081.125, 0, 0, 0, 0]",0
picked,"[415571.46875, 0, 0, 0, 0]",1
the,"[415490.21875, 0, 0, 0, 0]",0
songs.,"[377619.125, 0, 0, 0, 0]",1
His,"[405099.75, 0, 0, 0, 0]",0
" father,","[405099.75, 0, 0, 0, 0]",1
" Luis,","[436215.71875, 0, 0, 0, 0]",0
" I,","[390115.125, 0, 0, 0, 0]",0
advised,"[364026.0625, 0, 0, 0, 0]",1
him,"[364026.0625, 0, 0, 0, 0]",1
to,"[334785.71875, 0, 0, 0, 0]",1
be,"[334785.71875, 0, 0, 0, 0]",0
modest,"[359464.28125, 351235.21875, 0, 0, 0]",1
and,"[351235.21875, 374501.59375, 379650.375, 0, 0]",0
to,"[379650.375, 0, 0, 0, 0]",0
study,"[397324.90625, 0, 0, 0, 0]",1
with,"[397324.90625, 0, 0, 0, 0]",1
focus.,"[398561.96875, 372930.84375, 0, 0, 0]",1
a,"[400578.96875, 0, 0, 0, 0]",0
goat,"[400578.96875, 0, 0, 0, 0]",1
with,"[382861.21875, 364607.71875, 0, 0, 0]",1
a,"[364607.71875, 0, 0, 0, 0]",0
single,"[364607.71875, 0, 0, 0, 0]",1
horn,"[404744.125, 0, 0, 0, 0]",1
appears,"[403964.3125, 0, 0, 0, 0]",1
from,"[398584.84375, 368658.0625, 0, 0, 0]",1
the,"[368658.0625, 0, 0, 0, 0]",0
west,"[368658.0625, 329757.53125, 0, 0, 0]",1
and,"[390815.03125, 409152.5625, 0, 0, 0]",0
destroys,"[409152.5625, 411847.84375, 0, 0, 0]",1
the,"[411847.84375, 0, 0, 0, 0]",0
ram.,"[370527.84375, 0, 0, 0, 0]",1
one,"[402017.90625, 0, 0, 0, 0]",1
" swallow,","[402017.90625, 0, 0, 0, 0]",1
just,"[393867.6875, 0, 0, 0, 0]",0
not,"[393867.6875, 0, 0, 0, 0]",1
make,"[411503.21875, 0, 0, 0, 0]",1
a,"[411503.21875, 0, 0, 0, 0]",0
summer.,"[375128.21875, 0, 0, 0, 0]",1
Joseph,"[405312.3125, 398553.8125, 0, 0, 0]",1
is,"[398553.8125, 407764.21875, 381671.1875, 0, 0]",0
known,"[374718.21875, 0, 0, 0, 0]",0
to,"[355974.09375, 0, 0, 0, 0]",0
have,"[355974.09375, 0, 0, 0, 0]",0
authored,"[362470.28125, 398978.21875, 0, 0, 0]",1
a,"[398978.21875, 0, 0, 0, 0]",0
number,"[352244.5, 0, 0, 0, 0]",1
of,"[375701.65625, 357418.125, 0, 0, 0]",1
theological,"[408074.59375, 371525.125, 0, 0, 0]",1
works.,"[371525.125, 378958.6875, 0, 0, 0]",1
